Id,Code,Name,Defense,MagicDef,Slot,Price,Weight,Type,Position,Property,MinLvl,EquipGroup,Refinable,Breakable,Icon,Sprite,Comment,,
5329,Dark_Blindfold_C,,1,0,0,,,,Mid,,0,Any,No,No,,검은눈가리개,,,
5330,kRO_Drooping_Kitty_C,,6,15,0,,,,Upper,,0,Any,No,No,,늘어진고양이,,,
5331,Corsair_C,,10,0,0,,,,Upper,,0,Any,No,No,,커세어,,,
5333,Radio_Antenna,,2,2,0,,,,Upper,,60,Any,Yes,No,,전파안테나,,,
5334,Angeling_Wanna_Fly,,0,2,0,,,,Upper,,38,Any,No,No,,날고싶은엔젤링,,,
5335,Jumping_Poring,,2,0,0,,,,Upper,,0,Any,No,Yes,,폴짝이는포링,,,
5336,Guildsman_Recruiter,,2,0,0,,,,Upper,,10,Any,Yes,No,,길드원모집모자,,,
5337,Party_Recruiter_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,파티구함모자,,,
5338,Bf_Recruiter_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,남친구함모자,,,
5339,Friend_Recruiter_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,친구구함모자,,,
5340,Deprotai_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,디포르테인형모자,,,
5341,Claris_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,글라리스인형모자,,,
5342,Sorin_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,소린인형모자,,,
5343,Tayelin_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,테일링인형모자,,,
5344,Binit_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,비닛인형모자,,,
5345,Debril_Doll_Hat,,0,0,1,,,,Upper,,60,Any,No,No,,더블류인형모자,,,
5346,Gf_Recruiter_Hat,,2,0,0,,,,Upper,,10,Any,Yes,No,,여친구함모자,,,
5347,Ph.D_Hat_,,3,0,1,,,,Upper,,0,Any,Yes,No,,학사모,,,
5348,Big_Sis'_Ribbon_,,2,3,1,,,,Upper,,0,Any,Yes,No,,왕리본,,,
5349,Boy's_Cap_,,2,0,1,,,,Upper,,0,Any,Yes,No,,학생모,,,
5350,Pirate_Bandana_,,3,0,1,,,,Upper,,0,Any,Yes,No,,해적두건,,,
5351,Sunflower_,,1,0,1,,,,Upper,,0,Any,No,No,,장식용해바라기,,,
5352,Poporing_Cap,,2,0,0,,,,Upper,,38,Any,Yes,No,,포포링모자,,,
5354,Muslim_Hat_M,,2,0,0,,,,Upper,,0,Any,No,No,,무슬림남자모,,,
5355,Muslim_Hat_F,,2,0,0,,,,Upper,,0,Any,No,No,,무슬림여자모,,,
5356,Pumpkin_Hat_H,,3,0,0,,,,Upper,,0,Any,Yes,No,,호박모자,,,
5358,Pecopeco_Wing_Ears,,1,2,0,,,,Mid,,70,Any,No,Yes,,페코페코날개귀,,,
5359,J_Captain_Hat,,3,0,0,,,,Upper,,30,Any,Yes,No,,선장모자,,,
5360,Whikebain_Ears,,2,0,0,,,,Upper,,45,Any,Yes,No,,휘케바인의귀,,,
5361,Gang_Scarf,,0,0,0,,,,Lower,,60,Any,No,Yes,,갱스카프,,,
5362,Ninja_Scroll,,0,0,0,,,,Lower,,60,Any,No,Yes,,닌자의두루마리,,,
5363,Helm_Of_Abyss,,4,0,1,,,,Upper,,70,Any,Yes,No,,심연의투구,,,
5364,Dark_Snake_Lord_Hat,,2,0,1,,,,Upper,,60,Any,Yes,No,,흑사왕의모자,,,
5365,Fried_Egg,,3,0,1,,,,Upper,,0,Any,No,No,,계란후라이,,,
5366,Hat_0f_King,,3,0,0,,,,Upper,,0,Any,Yes,No,,왕의모자,,,
5368,White_Wing,,2,0,0,,,,Upper,,0,Any,Yes,No,,천사의머리띠,,,
5369,Dark_Wing,,2,0,0,,,,Upper,,0,Any,Yes,No,,악마의머리띠,,,
5370,Orchid_Hairband,,1,0,0,,,,Upper,,0,Any,Yes,No,,난초머리띠,,,
5372,Drooping_White_Kitty,,1,3,0,,,,Upper,,0,Any,Yes,No,,늘어진하얀고양이,,,
5374,L_Magestic_Goat,,5,0,0,,,,Upper,,0,Any,Yes,No,,대형마제스틱고우트,,,
5376,Satanic_Chain_P,,3,0,1,,,,Upper,,0,Any,Yes,No,,사타닉체인,,,
5377,Antique_Pipe,,0,0,0,,,,Lower,,0,Any,No,Yes,,앤티크담뱃대,,,
5378,Rabbit_Ear_Hat,,0,0,0,,,,Upper,,0,Any,Yes,No,,토끼귀모자,,,
5379,Balloon_Hat,,3,0,1,,,,Upper,,0,Any,Yes,No,,벌룬햇,,,
5380,Fish_Head_Hat,,1,0,0,,,,Upper,,0,Any,Yes,No,,물고기머리모자,,,
5381,Santa_Poring_Hat,,2,2,1,,,,Upper,,0,Any,No,No,,산타포링모자,,,
5382,Bell_Ribbon,,3,0,1,,,,Upper,,0,Any,Yes,No,,방울리본,,,
5383,Hunting_Cap,,3,0,1,,,,Upper,,50,Any,Yes,No,,헌팅캡,,,
5384,Santa_Hat_1,,1,0,0,,,,Upper,,0,Any,Yes,No,,양갈래산타모자,,,
5385,Yoyo_Hat,,1,0,0,,,,Upper,,20,Any,Yes,No,,요요모자,,,
5386,Ayam_,,7,0,0,,,,Upper,,1,Any,No,No,,아얌,,,
5387,Neko_Mimi_Kafra,,1,5,1,,,,Upper,,30,Any,Yes,No,,네코미미카프라,,,
5388,Snake_Head,,1,0,1,,,,Upper,,30,Any,Yes,No,,뱀머리모자,,,
5389,Angel_Spirit,,0,0,0,,,,Mid,,30,Any,No,Yes,,천사의유령,,,
5390,Santa_Hat_2,,2,0,0,,,,Upper,,0,Any,Yes,No,,파란양갈래산타모자,,,
5391,Toast_C,,1,0,0,,,,Lower,,0,Any,No,Yes,,토스트,,,
5392,Louyang_Cap,,3,0,1,,,,Upper,,0,Any,Yes,No,,뤄양의설날모자,,,
5393,Valentine_Hat,,2,0,0,,,,Upper,,0,Any,No,No,,발렌타인모자,,,
5394,Bubblegum_Lower,,0,0,0,,,,Lower,,0,Any,No,Yes,,,,,
5395,Tiraya_Bonnet,,2,0,0,,,,Upper,,0,Any,Yes,No,,티라야보넷,,,
5396,Jasper_Crest,,2,0,0,,,,Upper,,0,Any,Yes,No,,재스퍼크레스트,,,
5397,Scuba_Mask,,0,0,0,,,,Mid,,0,Any,No,Yes,,스쿠버마스크,,,
5398,Bone_Head,,5,5,1,,,,Upper,,85,Any,Yes,Yes,,본헤드,,,
5399,Mandragora_Cap,,1,0,1,,,,Upper,,85,Any,No,No,,만드라고라캡,,,
5401,Black_Glasses,,1,2,0,,,,Mid,,70,Any,No,Yes,,검은뿔테안경,,,
5402,Mischievous_Fairy,,1,0,0,,,,Mid,,70,Any,No,Yes,,장난꾸러기요정,,,
5403,Fish_In_Mouth,,0,0,0,,,,Lower,,30,Any,No,Yes,,입에문물고기,,,
5404,Blue_Ribbon,,1,0,1,,,,Upper,,45,Any,Yes,No,,블루리본,,,
5405,Filir_Hat,,0,0,0,,,,Upper,,80,Any,No,No,,필리르모자,,,
5406,Academy_Freshman_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,아카데미신입생모자,,,
5407,Academy_Graduating_Cap,,2,0,1,,,,Upper,,0,Any,Yes,No,,아카데미1수료모자,,,
5408,Old_Bandanna,,5,0,0,,,,Upper,,0,Any,No,No,,두건,,,
5411,White_Snake_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,하얀뱀모자,,,
5423,Lovecap_China,,5,0,0,,,,Upper,,0,Any,No,No,,알럽차이나모자,,,
5430,Sacred_Torch_Coronet,,3,0,0,,,,Upper,,0,Any,No,No,,성화관,,,
5431,Chicken_Hat,,0,0,0,,,,Upper,,30,Any,No,No,,꼬꼬댁모자,,,
5436,Bride's_Corolla,,1,2,0,,,,Upper,,0,Any,Yes,No,,신부의화관,,,
5437,Flower_Of_Fairy,,1,1,1,,,,Upper,,0,Any,Yes,No,,선녀의꽃,,,
5438,Fillet_Green,,1,0,0,,,,Upper,,0,Any,No,No,,머리끈_녹색,,,
5439,Fillet_Red,,1,0,0,,,,Upper,,0,Any,No,No,,머리끈_빨강,,,
5440,Fillet_Blue,,1,0,0,,,,Upper,,0,Any,No,No,,머리끈_파랑,,,
5441,Fillet_White,,1,0,0,,,,Upper,,0,Any,No,No,,머리끈_하양,,,
5442,Necktie,,3,0,1,,,,Upper,,70,Any,Yes,No,,넥타이,,,
5443,Status_Of_Baby_Angel,,3,2,1,,,,Upper,,70,Any,Yes,No,,아기천사상,,,
5444,Hair_Brush,,0,0,0,,,,Upper,,0,Any,Yes,No,,머리빗,,,
5445,Candy_Cane_In_The_Mouth,,0,0,0,,,,Lower,,0,Any,No,Yes,,입에무는막대사탕,,,
5446,Cat_Foot_Hairpin,,0,0,1,,,,Upper,,0,Any,Yes,No,,고양이발머리핀,,,
5447,Frog_Cap,,3,1,0,,,,Upper,,70,Any,Yes,No,,개구리모자,,,
5454,Dog_Cap_,,3,0,1,,,,Upper,,0,Any,Yes,No,,강아지모자,,,
5455,Geographer_Band_,,1,0,1,,,,Upper,,0,Any,Yes,No,,장식용지오그래퍼,,,
5456,Vacation_Hat_,,0,0,0,,,,Upper,,0,Any,Yes,No,,바캉스모자,,,
5457,Spring_Rabbit_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,옥토끼모자,,,
5459,Drooping_Bunny_Chusuk,,1,0,0,,,,Upper,,0,Any,Yes,No,,늘어진토끼,,,
5462,Spiked_Scarf,,0,0,0,,,,Lower,,90,Any,No,Yes,,대못박힌스카프,,,
5463,Rainbow_Scarf,,0,2,0,,,,Lower,,90,Any,No,Yes,,무지개스카프,,,
5464,Zaha_Doll_Hat,,1,0,0,,,,Upper,,0,Any,No,No,,자하인형모자,,,
5800,Blush_Of_Groom,,0,0,0,,,,Mid,,0,Any,No,Yes,,발그레,,,
5801,Ribbon_Of_Bride,,5,0,0,,,,Upper,,0,Any,Yes,No,,빨간테일리본,,,
5802,Upgrade_Elephant_Hat,,3,0,1,,,,Upper,,0,Any,Yes,No,,코끼리모자,,,
5803,Flower_Love_Hat,,2,0,0,,,,Upper,,0,Any,Yes,No,,꽃머리띠,,,
5804,Pirate_Eyepatch,,0,0,0,,,,Mid,,0,Any,No,Yes,,안대,,,
5805,Victorious_Coronet,,1,0,0,,,,Upper,,70,Any,No,No,,샤프헤드기어,,,
5806,Poem_Natalia_Hat,,5,0,0,,,,Upper,,0,Any,No,No,,삿갓,,,
5807,October_Fest_Cap,,1,0,0,,,,Upper,,50,Any,Yes,No,,깃털모자,,,
5809,Boom_Boom_Hat,,3,0,0,,,,Upper,,0,Any,No,No,,야구모자,,,
5810,Ph.D_Hat_V,,3,0,0,,,,Upper,,0,Any,Yes,No,,학사모,,,
5811,Santa_Beard,,0,0,0,,,,Lower,,0,Any,No,No,,흰수염,,,
5812,Hat_Of_Expert,,1,0,0,,,,Upper,,0,Any,Yes,No,,햇,,,
