Map,X,Y,Width,Height,Count,Class,SpawnTime,Variance,Recycle
pay_dun03,66,73,0,0,1,HYDRA,60000,30000,1
pay_dun03,68,72,0,0,1,HYDRA,60000,30000,1
pay_dun03,67,71,0,0,1,HYDRA,60000,30000,1
pay_dun03,63,70,0,0,1,HYDRA,60000,30000,1
pay_dun03,58,69,0,0,1,HYDRA,60000,30000,1
pay_dun03,67,69,0,0,1,HYDRA,60000,30000,1
pay_dun03,60,68,0,0,1,HYDRA,60000,30000,1
pay_dun03,69,68,0,0,1,HYDRA,60000,30000,1
pay_dun03,62,67,0,0,1,HYDRA,60000,30000,1
pay_dun03,71,67,0,0,1,HYDRA,60000,30000,1
pay_dun03,64,66,0,0,1,HYDRA,60000,30000,1
pay_dun03,57,65,0,0,1,HYDRA,60000,30000,1
pay_dun03,66,65,0,0,1,HYDRA,60000,30000,1
pay_dun03,59,64,0,0,1,HYDRA,60000,30000,1
pay_dun03,68,64,0,0,1,HYDRA,60000,30000,1
pay_dun03,71,64,0,0,1,HYDRA,60000,30000,1
pay_dun03,66,63,0,0,1,HYDRA,60000,30000,1
pay_dun03,71,243,0,0,2,SOHEE,300000,100000,1
pay_dun03,86,248,0,0,2,SOHEE,300000,100000,1
pay_dun03,85,178,0,0,2,SOHEE,300000,100000,1
pay_dun03,115,190,0,0,2,SOHEE,300000,100000,1
pay_dun03,230,244,0,0,2,SOHEE,300000,100000,1
pay_dun03,240,244,0,0,2,SOHEE,300000,100000,1
pay_dun03,219,244,0,0,2,SOHEE,300000,100000,1
pay_dun03,243,220,0,0,2,SOHEE,300000,100000,1
pay_dun03,219,185,0,0,2,SOHEE,300000,100000,1
pay_dun03,228,185,0,0,2,SOHEE,300000,100000,1
pay_dun03,228,61,0,0,1,RED_PLANT,600000,300000,1
pay_dun03,138,42,0,0,1,BLUE_PLANT,600000,300000,1
pay_dun03,120,186,0,0,1,GREEN_PLANT,600000,300000,1
pay_dun03,88,35,0,0,1,YELLOW_PLANT,600000,300000,1
pay_dun03,126,135,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,126,134,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,126,133,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,126,132,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,126,131,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,179,134,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,179,133,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,179,132,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,179,131,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,179,130,0,0,1,MANDRAGORA,300000,100000,1
pay_dun03,0,0,0,0,3,GREATEST_GENERAL,0,0,0
pay_dun03,0,0,0,0,15,RED_PLANT,180000,90000,1
pay_dun03,246,56,20,20,3,WHITE_PLANT,180000,90000,1
pay_dun03,52,262,10,4,2,WHITE_PLANT,180000,90000,1
pay_dun04,0,0,0,0,40,DOKEBI,0,0,0
pay_dun04,0,0,0,0,5,SOHEE,0,0,0
pay_dun04,0,0,0,0,30,HORONG,0,0,0
pay_dun04,120,115,10,10,1,MOONLIGHT,3600000,7200000,1
pay_dun04,0,0,0,0,11,GREATEST_GENERAL,0,0,0
pay_dun04,123,99,0,0,1,GREATEST_GENERAL,3600000,1800000,1
pay_dun04,140,114,0,0,1,GREATEST_GENERAL,3600000,1800000,1
pay_dun04,154,75,0,0,1,GREATEST_GENERAL,600000,300000,1
pay_dun04,77,163,0,0,1,GREATEST_GENERAL,600000,300000,1
pay_dun04,0,0,0,0,15,ARCHER_SKELETON,0,0,0
pay_dun04,0,0,0,0,20,NINE_TAIL,800000,400000,0
pay_dun04,120,115,5,5,1,SKELETON_GENERAL,1800000,1200000,0
pay_dun04,120,115,5,5,1,AM_MUT,1800000,1200000,0
pay_dun04,120,115,0,0,1,CAT_O_NINE_TAIL,3600000,7200000,1
pay_dun04,0,0,0,0,10,SOLDIER_SKELETON,0,0,0
pay_dun04,120,120,10,10,1,SHINING_PLANT,1800000,900000,1
pay_dun04,28,110,5,5,1,SHINING_PLANT,1800000,900000,1
pay_dun04,0,0,0,0,10,RED_PLANT,180000,90000,1
pay_dun04,107,206,5,5,2,WHITE_PLANT,180000,90000,1
pay_dun04,28,110,10,10,2,WHITE_PLANT,180000,90000,1
pay_dun04,190,207,5,5,2,WHITE_PLANT,180000,90000,1
prt_fild07,0,0,0,0,1,VOCAL,0,0,1
prt_fild08,0,0,0,0,1,MASTERING,0,0,1
c_tower1,0,0,0,0,100,PUNK,0,0,0
c_tower1,0,0,0,0,30,RIDEWORD,0,0,0
c_tower1,0,0,0,0,1,C_TOWER_MANAGER,0,0,0
c_tower1,0,0,0,0,1,BATHORY,0,0,0
c_tower2,0,0,0,0,45,PUNK,0,0,0
c_tower2,0,0,0,0,40,CLOCK,0,0,0
c_tower2,0,0,0,0,7,RIDEWORD,0,0,0
c_tower2,128,100,10,10,1,RIDEWORD,60000,30000,0
c_tower2,149,199,10,10,1,RIDEWORD,120000,60000,0
c_tower2,149,199,10,10,1,RIDEWORD,300000,120000,0
c_tower2,273,286,20,20,1,RIDEWORD,120000,60000,0
c_tower2,273,286,20,20,1,RIDEWORD,300000,120000,0
c_tower2,0,0,0,0,3,MIMIC,0,0,0
c_tower2,0,0,0,0,1,C_TOWER_MANAGER,0,0,0
c_tower2,0,0,0,0,1,ELDER,3600000,1800000,0
c_tower2,0,0,0,0,1,ELDER,3600000,1800000,0
c_tower3,0,0,0,0,80,ALARM,0,0,0
c_tower3,0,0,0,0,14,RIDEWORD,0,0,0
c_tower3,153,220,10,10,1,RIDEWORD,126000,100000,0
c_tower3,0,0,0,0,10,MIMIC,0,0,0
c_tower3,0,0,0,0,1,C_TOWER_MANAGER,0,0,0
c_tower4,0,0,0,0,2,C_TOWER_MANAGER,1800000,0,0
c_tower4,0,0,0,0,1,C_TOWER_MANAGER,3600000,0,0
c_tower4,0,0,0,0,5,WHISPER,0,0,0
c_tower4,0,0,0,0,1,ELDER,3600000,1800000,0
c_tower4,0,0,0,0,1,ELDER,1800000,600000,0
c_tower4,108,198,100,10,6,ALARM,0,0,0
c_tower4,108,178,100,10,6,ALARM,0,0,0
c_tower4,108,158,100,10,6,ALARM,0,0,0
c_tower4,108,138,100,10,6,ALARM,0,0,0
c_tower4,108,118,100,10,6,ALARM,0,0,0
c_tower4,108,98,100,10,7,CLOCK,0,0,0
c_tower4,108,78,100,10,7,CLOCK,0,0,0
c_tower4,108,58,100,10,7,CLOCK,0,0,0
c_tower4,108,38,100,10,7,CLOCK,0,0,0
c_tower4,108,18,100,10,7,CLOCK,0,0,0
c_tower4,108,198,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,178,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,158,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,138,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,118,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,98,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,78,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,58,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,38,100,10,3,OWL_DUKE,0,0,0
c_tower4,108,18,100,10,3,OWL_DUKE,0,0,0
c_tower4,98,180,0,0,1,RIDEWORD,300000,150000,1
c_tower4,97,180,0,0,1,RIDEWORD,240000,150000,1
c_tower4,96,180,0,0,1,RIDEWORD,350000,150000,1
c_tower4,95,180,0,0,1,RIDEWORD,410000,150000,1
c_tower4,94,180,0,0,1,RIDEWORD,320000,150000,1
c_tower4,93,180,0,0,1,RIDEWORD,260000,150000,1
c_tower4,92,180,0,0,1,RIDEWORD,280000,150000,1
c_tower4,91,180,0,0,1,RIDEWORD,330000,150000,1
c_tower4,87,180,0,0,1,RIDEWORD,400000,150000,1
c_tower4,86,180,0,0,1,RIDEWORD,380000,150000,1
c_tower4,80,179,0,0,1,RIDEWORD,360000,150000,1
c_tower4,80,180,0,0,1,RIDEWORD,350000,150000,1
c_tower4,80,181,0,0,1,RIDEWORD,290000,150000,1
c_tower4,80,182,0,0,1,RIDEWORD,300000,150000,1
c_tower4,80,183,0,0,1,RIDEWORD,340000,150000,1
c_tower4,128,194,0,0,1,MIMIC,1800000,900000,1
c_tower4,38,193,0,0,1,MIMIC,1800000,900000,1
c_tower4,37,159,0,0,1,MIMIC,1800000,900000,1
c_tower4,31,139,0,0,1,MIMIC,1800000,900000,1
c_tower4,104,14,0,0,1,MIMIC,1800000,900000,1
c_tower4,104,27,0,0,1,MIMIC,900000,400000,1
c_tower4,105,24,0,0,1,MIMIC,900000,400000,1
c_tower4,205,105,0,0,1,MIMIC,1800000,900000,1
c_tower4,157,109,0,0,1,MIMIC,1800000,900000,1
c_tower4,148,85,0,0,1,MIMIC,1800000,900000,1
c_tower4,189,51,0,0,1,MIMIC,1800000,900000,1
c_tower4,170,34,0,0,1,MIMIC,1800000,900000,1
c_tower4,42,41,0,0,1,EXECUTIONER,7200000,3600000,1
alde_dun01,0,0,0,0,50,ARCLOUSE,0,0,0
alde_dun01,0,0,0,0,40,DRAINLIAR,0,0,0
alde_dun02,0,0,0,0,40,HIGH_ORC,0,0,0
alde_dun02,0,0,0,0,20,ORC_ARCHER,0,0,0
alde_dun02,0,0,0,0,20,BRILIGHT,0,0,0
alde_dun02,0,0,0,0,10,DRAINLIAR,0,0,0
alde_dun02,0,0,0,0,20,ARCLOUSE,0,0,0
alde_dun03,0,0,0,0,25,CRAMP,0,0,0
alde_dun03,0,0,0,0,20,DRAINLIAR,0,0,0
alde_dun03,77,28,5,5,3,CRAMP,40000,20000,0
alde_dun03,0,0,0,0,15,PENOMENA,300000,150000,0
alde_dun03,184,61,30,30,10,CRAMP,300000,150000,0
alde_dun03,184,61,30,30,10,DRAINLIAR,300000,150000,0
alde_dun03,0,0,0,0,5,PENOMENA,300000,150000,0
alde_dun03,163,56,10,10,3,PENOMENA,600000,300000,0
alde_dun03,168,42,6,6,2,PENOMENA,600000,300000,0
alde_dun03,147,30,8,8,2,PENOMENA,600000,300000,0
alde_dun03,0,0,0,0,10,PENOMENA,300000,150000,0
alde_dun03,126,53,20,20,5,CRAMP,300000,150000,0
alde_dun03,126,53,20,20,5,DRAINLIAR,300000,150000,0
alde_dun03,102,40,10,10,4,PENOMENA,600000,300000,0
alde_dun03,0,0,0,0,15,PENOMENA,300000,150000,0
alde_dun03,130,220,40,40,10,CRAMP,300000,150000,0
alde_dun03,130,220,40,40,10,DRAINLIAR,300000,150000,0
alde_dun03,155,201,25,25,7,PENOMENA,600000,300000,0
alde_dun03,160,181,8,8,2,PENOMENA,600000,300000,0
alde_dun03,179,166,6,6,4,PENOMENA,600000,300000,0
alde_dun03,127,204,9,9,5,PENOMENA,600000,300000,0
alde_dun03,127,204,9,9,3,CRAMP,300000,150000,0
alde_dun03,142,157,8,8,5,PENOMENA,600000,300000,0
alde_dun03,135,140,8,8,3,PENOMENA,600000,300000,0
alde_dun03,120,157,8,8,3,PENOMENA,600000,300000,0
alde_dun03,120,157,8,8,10,DRAINLIAR,300000,150000,0
alde_dun04,0,0,0,0,50,BATHORY,0,0,0
alde_dun04,0,0,0,0,10,JOKER,0,0,0
alde_dun04,0,0,0,0,1,EXECUTIONER,3600000,1800000,1
alde_dun04,0,0,0,0,1,MYSTELTAINN,3600000,1800000,1
alde_dun04,0,0,0,0,1,TIRFING,3600000,1800000,1
alde_dun04,0,0,0,0,10,WHISPER,0,0,0
c_tower4,0,0,0,0,1,RANDGRIS,3600000,1800000,1
alde_dun04,0,0,0,0,1,THANATOS,3600000,1800000,1
